Country;"Sub ID 2";"Sub ID 4";"Sub ID 5";OS;#;Clicks;"UC (campaign)";Conv.;"ROI (confirmed)"
Singapore;120248017688650786;1548268670068192;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248017723040786;1548268670068192;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248017723040786;1548268670068192;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248017734670786;1548268670068192;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;4;4;0;0
Singapore;120248017734670786;1548268670068192;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;2;2;0;0
Singapore;120248017734680786;1548268670068192;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120248017734690786;1548268670068192;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248017734690786;1548268670068192;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120248017734720786;1548268670068192;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;3;3;0;0
Singapore;120248017734730786;1548268670068192;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248017734750786;1548268670068192;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248017734760786;1548268670068192;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248017734970786;1548268670068192;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248017734980786;1548268670068192;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248017734990786;1548268670068192;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248017734990786;1548268670068192;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120248017735080786;1548268670068192;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248017735080786;1548268670068192;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120248265652840122;1085410707243238;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248265652840122;1085410707243238;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120248265652840122;1085410707243238;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120248265729730122;1085410707243238;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120248265729730122;1085410707243238;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248265746820122;1085410707243238;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248265746820122;1085410707243238;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120248265746830122;1085410707243238;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248265746830122;1085410707243238;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248265746940122;1085410707243238;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120248265746940122;1085410707243238;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120248265746940122;1085410707243238;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248265747010122;1085410707243238;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;4;4;0;0
Singapore;120248265747010122;1085410707243238;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120248265747020122;1085410707243238;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;4;4;0;0
Singapore;120248265747020122;1085410707243238;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120248265747020122;1085410707243238;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120248274434140786;1548268670068192;🇸🇬_SG_62_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120248274457720786;1548268670068192;🇸🇬_SG_65_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120248510456780122;1085410707243238;🇸🇬_SG_68_[WealthEastSlot];iOS;0;4;2;0;0
Singapore;120248544326880122;1085410707243238;🇸🇬_SG_63_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120248544326880122;1085410707243238;🇸🇬_SG_66_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120248544326880122;1085410707243238;🇸🇬_SG_66_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120248544505270122;1085410707243238;🇸🇬_SG_62_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120248544505270122;1085410707243238;🇸🇬_SG_62_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120248544505270122;1085410707243238;🇸🇬_SG_63_[WealthEastMoney];Android;0;2;1;0;0
Singapore;120248544505290122;1085410707243238;🇸🇬_SG_62_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120248544505290122;1085410707243238;🇸🇬_SG_62_[WealthEastMoney];iOS;0;2;2;0;0
Singapore;120248544505300122;1085410707243238;🇸🇬_SG_66_[WealthEastMoney];Android;0;4;4;0;0
Singapore;120248544505300122;1085410707243238;🇸🇬_SG_66_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120248544505310122;1085410707243238;🇸🇬_SG_62_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120248544505310122;1085410707243238;🇸🇬_SG_64_[WealthEastMoney];Android;0;4;3;0;0
Singapore;120248544505310122;1085410707243238;🇸🇬_SG_64_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120248544505320122;1085410707243238;🇸🇬_SG_62_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120248544505510122;1085410707243238;🇸🇬_SG_64_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120248544505510122;1085410707243238;🇸🇬_SG_65_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120248544505520122;1085410707243238;🇸🇬_SG_63_[WealthEastMoney];Android;0;4;4;0;0
Singapore;120248544505520122;1085410707243238;🇸🇬_SG_63_[WealthEastMoney];iOS;0;2;2;0;0
Singapore;120248544505520122;1085410707243238;🇸🇬_SG_66_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120248544505690122;1085410707243238;🇸🇬_SG_64_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120248544505690122;1085410707243238;🇸🇬_SG_65_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249032575200783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249032575220783;1002716982684382;🇸🇬_SG_65_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249062562680783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];Android;0;4;4;0;0
Singapore;120249062562680783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249062562680783;1002716982684382;🇸🇬_SG_66_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249062632160783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];Android;0;3;1;0;0
Singapore;120249062632160783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249062632160783;1002716982684382;🇸🇬_SG_65_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249062636220783;1002716982684382;🇸🇬_SG_62_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120249062636220783;1002716982684382;🇸🇬_SG_62_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249062636220783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120249062636220783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];iOS;0;2;0;0;0
Singapore;120249062636230783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];iOS;0;2;2;0;0
Singapore;120249062636240783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249062636240783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];iOS;0;5;2;0;0
Singapore;120249062636250783;1002716982684382;🇸🇬_SG_62_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120249062636250783;1002716982684382;🇸🇬_SG_62_[WealthEastMoney];iOS;0;2;2;0;0
Singapore;120249062636250783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];iOS;0;2;2;0;0
Singapore;120249062636530783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249062636540783;1002716982684382;🇸🇬_SG_62_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249062636540783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249062636550783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249062636550783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249062636650783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249062636650783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249100359240783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120249100392000783;1002716982684382;🇸🇬_SG_62_[WealthEastMoney];Android;0;3;3;0;0
Singapore;120249100392760783;1002716982684382;🇸🇬_SG_66_[WealthEastMoney];iOS;0;2;1;0;0
Singapore;120249100392780783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249100392820783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249100392860783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];iOS;0;3;1;0;0
Singapore;120249100392870783;1002716982684382;🇸🇬_SG_62_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249100392870783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249100392870783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249100392890783;1002716982684382;🇸🇬_SG_66_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249100392910783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249100392910783;1002716982684382;🇸🇬_SG_65_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120249100392920783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120249100392940783;1002716982684382;🇸🇬_SG_65_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120249100392940783;1002716982684382;🇸🇬_SG_65_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249100392960783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249100392960783;1002716982684382;🇸🇬_SG_66_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249100392960783;1002716982684382;🇸🇬_SG_66_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249100614720783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];Android;0;3;2;0;0
Singapore;120249100614720783;1002716982684382;🇸🇬_SG_65_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249100624820783;1002716982684382;🇸🇬_SG_65_[WealthEastMoney];iOS;0;2;2;0;0
Singapore;120249100624840783;1002716982684382;🇸🇬_SG_62_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120249100624840783;1002716982684382;🇸🇬_SG_62_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249100624860783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249100625070783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249100625150783;1002716982684382;🇸🇬_SG_65_[WealthEastMoney];iOS;0;2;2;0;0
Singapore;120249100625180783;1002716982684382;🇸🇬_SG_65_[WealthEastMoney];Android;0;1;0;0;0
Singapore;120249100625180783;1002716982684382;🇸🇬_SG_65_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120249100625190783;1002716982684382;🇸🇬_SG_64_[WealthEastMoney];Android;0;3;2;0;0
Singapore;120249100625210783;1002716982684382;🇸🇬_SG_65_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120249100625220783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120249100625220783;1002716982684382;🇸🇬_SG_63_[WealthEastMoney];iOS;0;2;1;0;0
Singapore;120251072782030702;2196857937748455;🇸🇬_SG_67_[WealthEastSlot];Android;0;1;1;0;0
Singapore;120251072787570702;2196857937748455;🇸🇬_SG_62_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120251072787680702;2196857937748455;🇸🇬_SG_62_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120251074436970414;3039536919569691;🇸🇬_SG_68_[WealthEastSlot];iOS;0;1;1;0;0
Singapore;120251098641790702;2196857937748455;🇸🇬_SG_62_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120251098641790702;2196857937748455;🇸🇬_SG_62_[WealthEastMoney];iOS;0;2;2;0;0
Singapore;120251099098640702;2196857937748455;🇸🇬_SG_65_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120251099098640702;2196857937748455;🇸🇬_SG_65_[WealthEastMoney];iOS;0;1;1;0;0
Singapore;120251099098660702;2196857937748455;🇸🇬_SG_64_[WealthEastMoney];Android;0;3;3;0;0
Singapore;120251099098670702;2196857937748455;🇸🇬_SG_65_[WealthEastMoney];Android;0;3;3;0;0
Singapore;120251099098680702;2196857937748455;🇸🇬_SG_64_[WealthEastMoney];Android;0;3;1;0;0
Singapore;120251099098690702;2196857937748455;🇸🇬_SG_65_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120251099098690702;2196857937748455;🇸🇬_SG_66_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120251099098700702;2196857937748455;🇸🇬_SG_62_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120251099098700702;2196857937748455;🇸🇬_SG_62_[WealthEastMoney];iOS;0;2;2;0;0
Singapore;120251099098700702;2196857937748455;🇸🇬_SG_65_[WealthEastMoney];Android;0;1;1;0;0
Singapore;120251099098790702;2196857937748455;🇸🇬_SG_65_[WealthEastMoney];Android;0;2;2;0;0
Singapore;120252762670960230;4006504742992585;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;3;3;0;0
Singapore;120252763041780230;4006504742992585;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120252763041780230;4006504742992585;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120252763074830230;4006504742992585;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120252763074840230;4006504742992585;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120252763075150230;4006504742992585;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120252763075150230;4006504742992585;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120252763075160230;4006504742992585;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120252763075160230;4006504742992585;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120252763075160230;4006504742992585;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;3;2;0;0
Singapore;120252763075170230;4006504742992585;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;5;4;0;0
Singapore;120253888678120670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;6;6;0;0
Singapore;120253888678120670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;3;2;0;0
Singapore;120253888678120670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120253888699290670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;3;3;0;0
Singapore;120253888699290670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;16;15;0;0
Singapore;120253888699290670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;6;6;0;0
Singapore;120253888703090670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;7;5;0;0
Singapore;120253888703090670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253888703090670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253888703200670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;0;0;0
Singapore;120253888703260670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;6;5;0;0
Singapore;120253888703260670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253888703260670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;10;9;0;0
Singapore;120253944806640670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944806640670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944815600670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120253944815610670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944815620670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;2;1;0;0
Singapore;120253944815620670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815630670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815630670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944815630670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;6;4;0;0
Singapore;120253944815640670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815640670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944815720670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120253944815740670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815740670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;3;3;0;0
Singapore;120253944815750670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815750670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120253944815760670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;3;3;0;0
Singapore;120253944815770670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815780670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120253944815790670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815800670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944815810670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815820670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815840670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944815840670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815850670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815850670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815850670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944815870670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815900670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815950670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120253944815950670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944815950670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;2;2;0;0
Singapore;120253944815990670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120253944815990670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120253944815990670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944838380670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120253944838380670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944855860670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944856330670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944856350670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944856390670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;3;3;0;0
Singapore;120253944856390670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944856410670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944856420670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944856450670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944856450670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;3;2;0;0
Singapore;120253944856460670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120253944856460670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;3;2;0;0
Singapore;120253944856460670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;2;2;0;0
Singapore;120253944856490670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944856500670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944856500670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944856510670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944856520670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120253944856530670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;3;2;0;0
Singapore;120253944856530670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;2;2;0;0
Singapore;120253944856580670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944856670670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;3;3;0;0
Singapore;120253944856680670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944856680670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944856710670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944856760670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;2;1;0;0
Singapore;120253944856760670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;2;0;0;0
Singapore;120253944856760670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253944856760670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253944856770670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;3;2;0;0
Singapore;120253944856770670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;6;3;0;0
Singapore;120253987293200670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;6;6;0;0
Singapore;120253987366990670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;3;3;0;0
Singapore;120253987366990670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253987439550670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120253987439550670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;3;2;0;0
Singapore;120253987440030670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253987440030670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253987440040670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253987440050670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120253987440050670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253987440070670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;2;2;0;0
Singapore;120253987440090670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;2;1;0;0
Singapore;120253987440090670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253987440090670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253987440120670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;3;3;0;0
Singapore;120253987440120670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253987440130670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;1;1;0;0
Singapore;120253987440130670;2030701011138690;"🇸🇬 SG_51 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253987440140670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;5;5;0;0
Singapore;120253987440160670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;3;3;0;0
Singapore;120253987440160670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253987440170670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;6;5;0;0
Singapore;120253987440170670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
Singapore;120253987440180670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";Android;0;3;3;0;0
Singapore;120253987440180670;2030701011138690;"🇸🇬 SG_50 [WealthEastMoney]";iOS;0;1;1;0;0
