Country,"Account ID","Campaign ID","Ad name",Currency,"Amount spent (USD)",Leads,"Cost per lead","Registrations completed","Cost per registration completed","CTR (all)","CPM (cost per 1,000 impressions)",Reach,Impressions,Frequency,"Reporting starts","Reporting ends"
IN,1641083631350576,120246379238470106,"🇮🇳 IN_96 [FortuneGems]",USD,1.2,,,,,0,16.90140845,70,71,1.01428571,2026-07-01,2026-07-16
IN,1641083631350576,120246379238790106,"🇮🇳 IN_96 [FortuneGems]",USD,0,,,,,0,0,1,1,1,2026-07-01,2026-07-16
IN,1641083631350576,120246379238450106,"🇮🇳 IN_97 [FortuneGems]",USD,1.33,,,,,1.66666667,22.16666667,58,60,1.03448276,2026-07-01,2026-07-16
IN,1641083631350576,120246379238820106,"🇮🇳 IN_96 [FortuneGems]",USD,2.38,3,0.79333333,3,0.79333333,2.34375,18.59375,124,128,1.03225806,2026-07-01,2026-07-16
IN,1641083631350576,120246379238530106,"🇮🇳 IN_97 [FortuneGems]",USD,2.84,,,1,2.84,0,34.21686747,82,83,1.01219512,2026-07-01,2026-07-16
IN,1641083631350576,120246379238790106,"🇮🇳 IN_97 [FortuneGems]",USD,1.27,,,,,0,24.90196078,51,51,1,2026-07-01,2026-07-16
IN,1641083631350576,120246407207210106,"🇮🇳 IN_96 [FortuneGems]",USD,0.5,,,,,0,45.45454545,10,11,1.1,2026-07-01,2026-07-16
IN,1641083631350576,120246407207210106,"🇮🇳 IN_97 [FortuneGems]",USD,1.92,2,0.96,1,1.92,4.16666667,26.66666667,69,72,1.04347826,2026-07-01,2026-07-16
IN,1641083631350576,120246407207210106,"🇮🇳 IN_99 [FortuneGems]",USD,1.14,2,0.57,1,1.14,3.03030303,17.27272727,65,66,1.01538462,2026-07-01,2026-07-16
IN,1641083631350576,120246408070370106,"🇮🇳 IN_97 [FortuneGems]",USD,2.75,,,,,0.74626866,20.52238806,130,134,1.03076923,2026-07-01,2026-07-16
IN,1641083631350576,120246408070400106,"🇮🇳 IN_97 [FortuneGems]",USD,1.52,,,,,0,22.68656716,65,67,1.03076923,2026-07-01,2026-07-16
IN,1641083631350576,120246408070490106,"🇮🇳 IN_97 [FortuneGems]",USD,1.56,2,0.78,1,1.56,2.83018868,14.71698113,106,106,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070450106,"🇮🇳 IN_97 [FortuneGems]",USD,3.47,,,,,1.70940171,29.65811966,114,117,1.02631579,2026-07-01,2026-07-16
IN,1641083631350576,120246408070740106,"🇮🇳 IN_97 [FortuneGems]",USD,1.19,1,1.19,1,1.19,1.08695652,12.93478261,90,92,1.02222222,2026-07-01,2026-07-16
IN,1641083631350576,120246408070340106,"🇮🇳 IN_97 [FortuneGems]",USD,1.88,1,1.88,,,0.98039216,18.43137255,99,102,1.03030303,2026-07-01,2026-07-16
IN,1641083631350576,120246408070410106,"🇮🇳 IN_99 [FortuneGems]",USD,0,,,,,0,0,2,2,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070490106,"🇮🇳 IN_99 [FortuneGems]",USD,0.29,,,,,2.27272727,6.59090909,42,44,1.04761905,2026-07-01,2026-07-16
IN,1641083631350576,120246408070500106,"🇮🇳 IN_99 [FortuneGems]",USD,0,,,,,0,0,3,3,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070580106,"🇮🇳 IN_97 [FortuneGems]",USD,1.77,1,1.77,1,1.77,1.70940171,15.12820513,109,117,1.0733945,2026-07-01,2026-07-16
IN,1641083631350576,120246408070420106,"🇮🇳 IN_99 [FortuneGems]",USD,0.15,,,,,0,7.14285714,21,21,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070520106,"🇮🇳 IN_97 [FortuneGems]",USD,0.68,,,,,0,20,34,34,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070480106,"🇮🇳 IN_99 [FortuneGems]",USD,0,,,,,0,0,1,1,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070720106,"🇮🇳 IN_97 [FortuneGems]",USD,2.85,1,2.85,1,2.85,1.51515152,21.59090909,131,132,1.00763359,2026-07-01,2026-07-16
IN,1641083631350576,120246408069820106,"🇮🇳 IN_96 [FortuneGems]",USD,0,,,,,0,0,2,2,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070400106,"🇮🇳 IN_98 [FortuneGems]",USD,0.59,,,,,0,29.5,20,20,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070390106,"🇮🇳 IN_98 [FortuneGems]",USD,4.35,1,4.35,,,1.6064257,17.46987952,244,249,1.0204918,2026-07-01,2026-07-16
IN,1641083631350576,120246408070400106,"🇮🇳 IN_99 [FortuneGems]",USD,0.03,,,,,5.55555556,1.66666667,17,18,1.05882353,2026-07-01,2026-07-16
IN,1641083631350576,120246408070430106,"🇮🇳 IN_98 [FortuneGems]",USD,3.14,1,3.14,,,1.06951872,16.79144385,183,187,1.02185792,2026-07-01,2026-07-16
IN,1641083631350576,120246408070410106,"🇮🇳 IN_98 [FortuneGems]",USD,2.92,2,1.46,1,2.92,2.4911032,10.39145907,269,281,1.04460967,2026-07-01,2026-07-16
IN,1641083631350576,120246408070530106,"🇮🇳 IN_98 [FortuneGems]",USD,2.63,,,,,2.11864407,11.1440678,231,236,1.02164502,2026-07-01,2026-07-16
IN,1641083631350576,120246408070510106,"🇮🇳 IN_98 [FortuneGems]",USD,3.12,2,1.56,,,0.86580087,13.50649351,222,231,1.04054054,2026-07-01,2026-07-16
IN,1641083631350576,120246408070560106,"🇮🇳 IN_97 [FortuneGems]",USD,1.3,1,1.3,1,1.3,1.12359551,14.60674157,87,89,1.02298851,2026-07-01,2026-07-16
IN,1641083631350576,120246408070360106,"🇮🇳 IN_98 [FortuneGems]",USD,2.62,2,1.31,1,2.62,3.28947368,17.23684211,149,152,1.02013423,2026-07-01,2026-07-16
IN,1641083631350576,120246408070550106,"🇮🇳 IN_98 [FortuneGems]",USD,3.36,1,3.36,,,1.53061224,17.14285714,189,196,1.03703704,2026-07-01,2026-07-16
IN,1641083631350576,120246408070570106,"🇮🇳 IN_98 [FortuneGems]",USD,2.74,1,2.74,,,0.87719298,12.01754386,223,228,1.02242152,2026-07-01,2026-07-16
IN,1641083631350576,120246408070480106,"🇮🇳 IN_98 [FortuneGems]",USD,4.57,3,1.52333333,1,4.57,4.23280423,24.17989418,185,189,1.02162162,2026-07-01,2026-07-16
IN,1641083631350576,120246408069820106,"🇮🇳 IN_99 [FortuneGems]",USD,0,,,,,0,0,2,2,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408069830106,"🇮🇳 IN_99 [FortuneGems]",USD,0.68,,,,,0,14.16666667,46,48,1.04347826,2026-07-01,2026-07-16
IN,1641083631350576,120246408070360106,"🇮🇳 IN_99 [FortuneGems]",USD,0.06,,,,,0,8.57142857,7,7,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408069830106,"🇮🇳 IN_97 [FortuneGems]",USD,0.54,,,,,1.38888889,7.5,67,72,1.07462687,2026-07-01,2026-07-16
IN,1641083631350576,120246408070380106,"🇮🇳 IN_99 [FortuneGems]",USD,0.04,,,,,0,13.33333333,3,3,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070440106,"🇮🇳 IN_99 [FortuneGems]",USD,1.83,3,0.61,1,1.83,4.12371134,18.86597938,95,97,1.02105263,2026-07-01,2026-07-16
IN,1641083631350576,120246408070670106,"🇮🇳 IN_99 [FortuneGems]",USD,0.02,,,,,0,3.33333333,6,6,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070430106,"🇮🇳 IN_99 [FortuneGems]",USD,0,,,,,0,0,2,2,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070750106,"🇮🇳 IN_99 [FortuneGems]",USD,0,,,,,0,0,9,9,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070740106,"🇮🇳 IN_99 [FortuneGems]",USD,0.28,,,,,0,16.47058824,17,17,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070450106,"🇮🇳 IN_99 [FortuneGems]",USD,0.57,,,,,0,7.91666667,71,72,1.01408451,2026-07-01,2026-07-16
IN,1641083631350576,120246408070460106,"🇮🇳 IN_99 [FortuneGems]",USD,0,,,,,0,0,2,2,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070340106,"🇮🇳 IN_99 [FortuneGems]",USD,2.23,1,2.23,1,2.23,1.98019802,22.07920792,98,101,1.03061224,2026-07-01,2026-07-16
IN,1641083631350576,120246408070540106,"🇮🇳 IN_99 [FortuneGems]",USD,0,,,,,0,0,1,1,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070370106,"🇮🇳 IN_99 [FortuneGems]",USD,0.56,,,,,5,28,20,20,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070520106,"🇮🇳 IN_99 [FortuneGems]",USD,0.35,,,,,0,11.29032258,30,31,1.03333333,2026-07-01,2026-07-16
IN,1641083631350576,120246408070530106,"🇮🇳 IN_99 [FortuneGems]",USD,0,,,,,0,0,2,2,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070550106,"🇮🇳 IN_99 [FortuneGems]",USD,0.02,,,,,0,4,5,5,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070560106,"🇮🇳 IN_99 [FortuneGems]",USD,0.23,,,,,0,14.375,16,16,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070570106,"🇮🇳 IN_99 [FortuneGems]",USD,0.01,1,0.01,1,0.01,20,2,5,5,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070720106,"🇮🇳 IN_99 [FortuneGems]",USD,0.04,,,,,0,2,20,20,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070580106,"🇮🇳 IN_99 [FortuneGems]",USD,0.06,,,,,0,2.06896552,29,29,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070460106,"🇮🇳 IN_98 [FortuneGems]",USD,3.98,,,,,0.68027211,27.07482993,145,147,1.0137931,2026-07-01,2026-07-16
IN,1641083631350576,120246408070750106,"🇮🇳 IN_98 [FortuneGems]",USD,12.37,10,1.237,4,3.0925,1.34907251,10.43001686,1162,1186,1.02065404,2026-07-01,2026-07-16
IN,1641083631350576,120246408070670106,"🇮🇳 IN_96 [FortuneGems]",USD,0.35,1,0.35,,,7.69230769,26.92307692,13,13,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070380106,"🇮🇳 IN_96 [FortuneGems]",USD,0,,,,,0,0,2,2,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070400106,"🇮🇳 IN_96 [FortuneGems]",USD,1.69,1,1.69,,,2.66666667,22.53333333,72,75,1.04166667,2026-07-01,2026-07-16
IN,1641083631350576,120246408070520106,"🇮🇳 IN_96 [FortuneGems]",USD,2.44,1,2.44,,,2.85714286,17.42857143,134,140,1.04477612,2026-07-01,2026-07-16
IN,1641083631350576,120246408070550106,"🇮🇳 IN_96 [FortuneGems]",USD,0.1,1,0.1,,,100,100,1,1,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070380106,"🇮🇳 IN_98 [FortuneGems]",USD,2.52,3,0.84,1,2.52,4.37956204,18.39416058,134,137,1.02238806,2026-07-01,2026-07-16
IN,1641083631350576,120246408070540106,"🇮🇳 IN_96 [FortuneGems]",USD,0.22,,,,,0,11,20,20,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070340106,"🇮🇳 IN_96 [FortuneGems]",USD,0.38,,,,,5.88235294,22.35294118,17,17,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070460106,"🇮🇳 IN_96 [FortuneGems]",USD,0.32,1,0.32,,,14.28571429,45.71428571,7,7,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070370106,"🇮🇳 IN_96 [FortuneGems]",USD,0.14,,,,,0,35,4,4,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070500106,"🇮🇳 IN_96 [FortuneGems]",USD,0.01,,,,,0,10,1,1,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070510106,"🇮🇳 IN_96 [FortuneGems]",USD,0.03,,,,,0,15,2,2,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070360106,"🇮🇳 IN_96 [FortuneGems]",USD,0,,,,,0,0,1,1,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070570106,"🇮🇳 IN_96 [FortuneGems]",USD,0.02,,,,,0,10,2,2,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070580106,"🇮🇳 IN_96 [FortuneGems]",USD,1.24,2,0.62,2,0.62,4.83870968,20,61,62,1.01639344,2026-07-01,2026-07-16
IN,1641083631350576,120246408070560106,"🇮🇳 IN_96 [FortuneGems]",USD,1.73,2,0.865,,,4.6875,27.03125,59,64,1.08474576,2026-07-01,2026-07-16
IN,1641083631350576,120246408070480106,"🇮🇳 IN_96 [FortuneGems]",USD,0.15,,,,,0,7.5,20,20,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070670106,"🇮🇳 IN_98 [FortuneGems]",USD,2.57,5,0.514,4,0.6425,2.91666667,10.70833333,238,240,1.00840336,2026-07-01,2026-07-16
IN,1641083631350576,120246408069830106,"🇮🇳 IN_96 [FortuneGems]",USD,2.41,1,2.41,,,2.73972603,33.01369863,72,73,1.01388889,2026-07-01,2026-07-16
IN,1641083631350576,120246408070420106,"🇮🇳 IN_98 [FortuneGems]",USD,1.63,4,0.4075,2,0.815,4.58015267,12.44274809,128,131,1.0234375,2026-07-01,2026-07-16
IN,1641083631350576,120246408070490106,"🇮🇳 IN_96 [FortuneGems]",USD,0.3,1,0.3,,,7.14285714,21.42857143,14,14,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070390106,"🇮🇳 IN_96 [FortuneGems]",USD,0.03,1,0.03,1,0.03,12.5,3.75,8,8,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070440106,"🇮🇳 IN_96 [FortuneGems]",USD,0.02,,,,,0,6.66666667,3,3,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070500106,"🇮🇳 IN_98 [FortuneGems]",USD,2.7,1,2.7,,,1.96078431,13.23529412,199,204,1.02512563,2026-07-01,2026-07-16
IN,1641083631350576,120246408070540106,"🇮🇳 IN_98 [FortuneGems]",USD,12.51,6,2.085,1,12.51,1.78926441,24.87077535,494,503,1.01821862,2026-07-01,2026-07-16
IN,1641083631350576,120246408070750106,"🇮🇳 IN_96 [FortuneGems]",USD,0.45,,,,,5,22.5,20,20,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070720106,"🇮🇳 IN_96 [FortuneGems]",USD,0.39,,,,,9.09090909,35.45454545,11,11,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070420106,"🇮🇳 IN_96 [FortuneGems]",USD,0.45,1,0.45,,,4,18,25,25,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070450106,"🇮🇳 IN_96 [FortuneGems]",USD,0.03,,,,,0,10,3,3,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408069820106,"🇮🇳 IN_98 [FortuneGems]",USD,2.71,2,1.355,1,2.71,2.92887029,11.33891213,231,239,1.03463203,2026-07-01,2026-07-16
IN,1641083631350576,120246408070740106,"🇮🇳 IN_96 [FortuneGems]",USD,1.07,2,0.535,1,1.07,16,42.8,25,25,1,2026-07-01,2026-07-16
IN,1641083631350576,120246408070440106,"🇮🇳 IN_97 [FortuneGems]",USD,1.6,,,,,1.88679245,15.09433962,106,106,1,2026-07-01,2026-07-16
IN,1085410707243238,120248337600480122,"🇮🇳 IN_92 [FortuneGems]",USD,1,2,0.5,1,1,0.65789474,3.28947368,300,304,1.01333333,2026-07-01,2026-07-16
IN,1085410707243238,120248337611570122,"🇮🇳 IN_93 [FortuneGems]",USD,0.42,,,,,0,1.34185304,313,313,1,2026-07-01,2026-07-16
IN,1085410707243238,120248337621110122,"🇮🇳 IN_92 [FortuneGems]",USD,0.61,,,,,0.35971223,2.1942446,277,278,1.00361011,2026-07-01,2026-07-16
IN,1085410707243238,120248337620660122,"🇮🇳 IN_92 [FortuneGems]",USD,0.89,,,,,0,2.41192412,369,369,1,2026-07-01,2026-07-16
IN,1085410707243238,120248337620680122,"🇮🇳 IN_92 [FortuneGems]",USD,0.75,,,,,0,2.8957529,257,259,1.0077821,2026-07-01,2026-07-16
IN,1085410707243238,120248337621020122,"🇮🇳 IN_92 [FortuneGems]",USD,0.59,1,0.59,,,0.32894737,1.94078947,300,304,1.01333333,2026-07-01,2026-07-16
IN,1085410707243238,120248337621100122,"🇮🇳 IN_92 [FortuneGems]",USD,0.56,,,,,0,1.86666667,300,300,1,2026-07-01,2026-07-16
IN,1085410707243238,120248337621050122,"🇮🇳 IN_92 [FortuneGems]",USD,0.43,1,0.43,1,0.43,0.28985507,1.24637681,345,345,1,2026-07-01,2026-07-16
IN,1085410707243238,120248337621070122,"🇮🇳 IN_92 [FortuneGems]",USD,0.54,,,,,1.43369176,1.93548387,264,279,1.05681818,2026-07-01,2026-07-16
IN,1085410707243238,120248337620620122,"🇮🇳 IN_93 [FortuneGems]",USD,0.89,,,,,0.25445293,2.26463104,391,393,1.00511509,2026-07-01,2026-07-16
IN,1085410707243238,120248337621170122,"🇮🇳 IN_93 [FortuneGems]",USD,1.35,,,,,0,7.5,179,180,1.00558659,2026-07-01,2026-07-16
IN,1085410707243238,120248337620670122,"🇮🇳 IN_93 [FortuneGems]",USD,0.81,1,0.81,,,0.68027211,5.51020408,146,147,1.00684932,2026-07-01,2026-07-16
IN,1085410707243238,120248337620650122,"🇮🇳 IN_93 [FortuneGems]",USD,0.94,,,,,0.90497738,4.25339367,219,221,1.00913242,2026-07-01,2026-07-16
IN,1085410707243238,120248337620630122,"🇮🇳 IN_93 [FortuneGems]",USD,0.63,,,,,0,1.25248509,498,503,1.01004016,2026-07-01,2026-07-16
IN,1085410707243238,120248337621030122,"🇮🇳 IN_93 [FortuneGems]",USD,0.72,,,,,0,1.38996139,516,518,1.00387597,2026-07-01,2026-07-16
IN,1085410707243238,120248337621060122,"🇮🇳 IN_93 [FortuneGems]",USD,1.51,,,,,0,6.08870968,246,248,1.00813008,2026-07-01,2026-07-16
IN,1085410707243238,120248337621040122,"🇮🇳 IN_93 [FortuneGems]",USD,0.64,,,,,0,5.03937008,125,127,1.016,2026-07-01,2026-07-16
IN,1085410707243238,120248337620600122,"🇮🇳 IN_92 [FortuneGems]",USD,0.52,,,,,0,3.22981366,160,161,1.00625,2026-07-01,2026-07-16
IN,1085410707243238,120248337621080122,"🇮🇳 IN_93 [FortuneGems]",USD,0.85,,,,,0.25,2.125,391,400,1.0230179,2026-07-01,2026-07-16
IN,1085410707243238,120248337620640122,"🇮🇳 IN_92 [FortuneGems]",USD,0.49,1,0.49,,,0.37037037,1.81481481,270,270,1,2026-07-01,2026-07-16
IN,2030701011138690,120253947021430670,"🇮🇳 IN_92 [FortuneGems]",USD,0,,,,,0,0,4,4,1,2026-07-01,2026-07-16
IN,2030701011138690,120253947021430670,"🇮🇳 IN_93 [FortuneGems]",USD,0.41,,,,,3.03030303,6.21212121,66,66,1,2026-07-01,2026-07-16
IN,2030701011138690,120253948276330670,"🇮🇳 IN_92 [FortuneGems]",USD,0.48,,,,,0.84745763,4.06779661,116,118,1.01724138,2026-07-01,2026-07-16
IN,2030701011138690,120253948276090670,"🇮🇳 IN_92 [FortuneGems]",USD,0.72,,,,,0,7.82608696,91,92,1.01098901,2026-07-01,2026-07-16
IN,2030701011138690,120253948276430670,"🇮🇳 IN_93 [FortuneGems]",USD,0.24,,,,,0,2.06896552,115,116,1.00869565,2026-07-01,2026-07-16
IN,2030701011138690,120253948276320670,"🇮🇳 IN_93 [FortuneGems]",USD,0.43,,,,,0,2.94520548,144,146,1.01388889,2026-07-01,2026-07-16
IN,2030701011138690,120253948276390670,"🇮🇳 IN_93 [FortuneGems]",USD,0.32,1,0.32,1,0.32,1.73410405,1.84971098,172,173,1.00581395,2026-07-01,2026-07-16
IN,2030701011138690,120253948276400670,"🇮🇳 IN_93 [FortuneGems]",USD,0.27,,,,,0,2.43243243,111,111,1,2026-07-01,2026-07-16
IN,2030701011138690,120253948276100670,"🇮🇳 IN_93 [FortuneGems]",USD,0.11,,,,,3.125,3.4375,32,32,1,2026-07-01,2026-07-16
IN,2030701011138690,120253948276100670,"🇮🇳 IN_92 [FortuneGems]",USD,0.16,,,,,0,2.42424242,66,66,1,2026-07-01,2026-07-16
IN,2030701011138690,120253948276080670,"🇮🇳 IN_93 [FortuneGems]",USD,0.37,,,,,0,3.59223301,103,103,1,2026-07-01,2026-07-16
IN,2030701011138690,120253948276390670,"🇮🇳 IN_92 [FortuneGems]",USD,0,,,,,0,0,1,1,1,2026-07-01,2026-07-16
IN,2030701011138690,120253948276370670,"🇮🇳 IN_92 [FortuneGems]",USD,0.28,,,,,1.26582278,3.5443038,79,79,1,2026-07-01,2026-07-16
IN,3105195716346838,52514001357826,"🇮🇳 IN_92 [FortuneGems]",USD,0.74,,,,,0,6.66666667,110,111,1.00909091,2026-07-01,2026-07-16
IN,3105195716346838,52514019956026,"🇮🇳 IN_93 [FortuneGems]",USD,0.89,,,,,0,8.81188119,100,101,1.01,2026-07-01,2026-07-16
IN,3105195716346838,52514020124226,"🇮🇳 IN_92 [FortuneGems]",USD,0.75,,,,,0,9.61538462,78,78,1,2026-07-01,2026-07-16
IN,3105195716346838,52514020122426,"🇮🇳 IN_93 [FortuneGems]",USD,0.58,,,,,0,6.44444444,89,90,1.01123596,2026-07-01,2026-07-16
IN,3105195716346838,52514020121826,"🇮🇳 IN_92 [FortuneGems]",USD,0.41,,,,,0,2.90780142,141,141,1,2026-07-01,2026-07-16
IN,3105195716346838,52514020122026,"🇮🇳 IN_92 [FortuneGems]",USD,0.88,,,,,0,8.62745098,101,102,1.00990099,2026-07-01,2026-07-16
IN,3105195716346838,52514020122626,"🇮🇳 IN_93 [FortuneGems]",USD,0,,,,,0,0,1,1,1,2026-07-01,2026-07-16
IN,3105195716346838,52514020124026,"🇮🇳 IN_93 [FortuneGems]",USD,0.36,,,,,0,2.10526316,171,171,1,2026-07-01,2026-07-16
IN,3105195716346838,52514020122226,"🇮🇳 IN_92 [FortuneGems]",USD,0.41,,,,,1.30718954,2.67973856,152,153,1.00657895,2026-07-01,2026-07-16
IN,3105195716346838,52514020122826,"🇮🇳 IN_92 [FortuneGems]",USD,0.77,,,,,0,6.2601626,122,123,1.00819672,2026-07-01,2026-07-16
IN,3105195716346838,52514020122626,"🇮🇳 IN_92 [FortuneGems]",USD,0.41,1,0.41,,,1.75438596,7.19298246,57,57,1,2026-07-01,2026-07-16
IN,3105195716346838,52514020124026,"🇮🇳 IN_92 [FortuneGems]",USD,0.01,,,,,0,5,2,2,1,2026-07-01,2026-07-16
IN,4540294639535106,6995832039200,"🇮🇳 IN_93 [FortuneGems]",USD,0.26,,,,,0,2.01550388,128,129,1.0078125,2026-07-01,2026-07-16
IN,4540294639535106,6995848443400,"🇮🇳 IN_93 [FortuneGems]",USD,0.35,,,,,0,4.54545455,77,77,1,2026-07-01,2026-07-16
IN,4540294639535106,6995848442800,"🇮🇳 IN_92 [FortuneGems]",USD,1.24,,,,,1,12.4,99,100,1.01010101,2026-07-01,2026-07-16
IN,4540294639535106,6995848436600,"🇮🇳 IN_93 [FortuneGems]",USD,0.53,,,,,0,2.29437229,231,231,1,2026-07-01,2026-07-16
IN,4540294639535106,6995848442200,"🇮🇳 IN_92 [FortuneGems]",USD,0.22,,,,,0,4.07407407,54,54,1,2026-07-01,2026-07-16
IN,4540294639535106,6995848436400,"🇮🇳 IN_93 [FortuneGems]",USD,0.23,1,0.23,,,0.71428571,1.64285714,140,140,1,2026-07-01,2026-07-16
IN,4540294639535106,6995848442400,"🇮🇳 IN_92 [FortuneGems]",USD,0.43,,,,,1.2987013,2.79220779,154,154,1,2026-07-01,2026-07-16
IN,4540294639535106,6995848443000,"🇮🇳 IN_92 [FortuneGems]",USD,1,,,,,1.65745856,5.52486188,181,181,1,2026-07-01,2026-07-16
IN,4540294639535106,6995848440400,"🇮🇳 IN_92 [FortuneGems]",USD,0.04,,,,,1.2987013,0.51948052,77,77,1,2026-07-01,2026-07-16
IN,4540294639535106,6995848443400,"🇮🇳 IN_92 [FortuneGems]",USD,0,,,,,0,0,1,1,1,2026-07-01,2026-07-16
IN,4540294639535106,6995848443200,"🇮🇳 IN_92 [FortuneGems]",USD,0.47,,,,,0.58139535,2.73255814,172,172,1,2026-07-01,2026-07-16
KR,1641083631350576,120246544326070106,🇰🇷_KR_54_[Olympus],USD,4.61,1,4.61,,,0.99009901,45.64356436,99,101,1.02020202,2026-07-01,2026-07-16
KR,1641083631350576,120246544394740106,🇰🇷_KR_54_[Olympus],USD,0.63,,,,,0,42,15,15,1,2026-07-01,2026-07-16
KR,1641083631350576,120246544397620106,🇰🇷_KR_54_[Olympus],USD,2.7,1,2.7,1,2.7,3.26086957,29.34782609,87,92,1.05747126,2026-07-01,2026-07-16
KR,1641083631350576,120246544397600106,🇰🇷_KR_54_[Olympus],USD,3.4,,,,,0,32.38095238,104,105,1.00961538,2026-07-01,2026-07-16
KR,1641083631350576,120246544397540106,🇰🇷_KR_54_[Olympus],USD,3.04,,,,,0,35.34883721,82,86,1.04878049,2026-07-01,2026-07-16
KR,1641083631350576,120246544397330106,🇰🇷_KR_54_[Olympus],USD,2.37,,,,,0.47393365,11.23222749,190,211,1.11052632,2026-07-01,2026-07-16
KR,1641083631350576,120246544397650106,🇰🇷_KR_54_[Olympus],USD,2.47,,,,,0,34.30555556,70,72,1.02857143,2026-07-01,2026-07-16
KR,1641083631350576,120246544397340106,🇰🇷_KR_54_[Olympus],USD,3.45,1,3.45,,,1.35135135,23.31081081,135,148,1.0962963,2026-07-01,2026-07-16
KR,1641083631350576,120246544397630106,🇰🇷_KR_54_[Olympus],USD,1.78,1,1.78,1,1.78,3.125,55.625,31,32,1.03225806,2026-07-01,2026-07-16
KR,1641083631350576,120246544397560106,🇰🇷_KR_54_[Olympus],USD,1.98,,,,,0,14.45255474,133,137,1.03007519,2026-07-01,2026-07-16
KR,1641083631350576,120246544397550106,🇰🇷_KR_54_[Olympus],USD,3.32,,,,,0.67114094,22.28187919,147,149,1.01360544,2026-07-01,2026-07-16
KR,1641083631350576,120246544397570106,🇰🇷_KR_54_[Olympus],USD,0.21,,,,,0,35,6,6,1,2026-07-01,2026-07-16
KR,1641083631350576,120246544397590106,🇰🇷_KR_54_[Olympus],USD,2.31,,,,,1.92307692,22.21153846,101,104,1.02970297,2026-07-01,2026-07-16
KR,1641083631350576,120246544397610106,🇰🇷_KR_54_[Olympus],USD,3.16,,,,,1.92307692,30.38461538,102,104,1.01960784,2026-07-01,2026-07-16
KR,1641083631350576,120246544397580106,🇰🇷_KR_54_[Olympus],USD,4.58,2,2.29,1,4.58,2.77777778,42.40740741,106,108,1.01886792,2026-07-01,2026-07-16
KR,1641083631350576,120246559792480106,🇰🇷_KR_54_[Olympus],USD,2.62,,,,,0,14.01069519,176,187,1.0625,2026-07-01,2026-07-16
KR,1641083631350576,120246559809450106,🇰🇷_KR_54_[Olympus],USD,4.06,,,,,0,26.02564103,147,156,1.06122449,2026-07-01,2026-07-16
KR,1641083631350576,120246559809120106,🇰🇷_KR_54_[Olympus],USD,3.38,,,,,0,32.5,99,104,1.05050505,2026-07-01,2026-07-16
KR,1641083631350576,120246559809140106,🇰🇷_KR_54_[Olympus],USD,3.68,,,,,0,24.53333333,146,150,1.02739726,2026-07-01,2026-07-16
KR,1641083631350576,120246559809190106,🇰🇷_KR_54_[Olympus],USD,6.98,,,,,1.65975104,28.9626556,230,241,1.04782609,2026-07-01,2026-07-16
KR,1641083631350576,120246559809230106,🇰🇷_KR_54_[Olympus],USD,7.02,,,,,0.74074074,52,135,135,1,2026-07-01,2026-07-16
