Country,"Account ID","Campaign ID","Ad name",Currency,"Amount spent (USD)",Leads,"Cost per lead","Registrations completed","Cost per registration completed","CTR (all)","CPM (cost per 1,000 impressions)",Reach,Impressions,Frequency,"Reporting starts","Reporting ends"
SG,1548268670068192,120247941134920786,"🇸🇬 SG_50 [WealthEastMoney]",USD,2.5,,,,,2.10526316,26.31578947,95,95,1,2026-07-01,2026-07-16
SG,1548268670068192,120247941134730786,"🇸🇬 SG_51 [WealthEastMoney]",USD,17.89,2,8.945,,,1.19196989,11.22333752,1476,1594,1.0799458,2026-07-01,2026-07-16
SG,1548268670068192,120247941134880786,"🇸🇬 SG_51 [WealthEastMoney]",USD,5.3,,,,,0.23255814,12.3255814,407,430,1.05651106,2026-07-01,2026-07-16
SG,1548268670068192,120247941134840786,"🇸🇬 SG_51 [WealthEastMoney]",USD,5.12,1,5.12,1,5.12,0.67114094,17.18120805,294,298,1.01360544,2026-07-01,2026-07-16
SG,1548268670068192,120247941134920786,"🇸🇬 SG_51 [WealthEastMoney]",USD,32.25,4,8.0625,2,16.125,1.58891143,10.90263692,2773,2958,1.06671475,2026-07-01,2026-07-16
SG,1548268670068192,120248017660630786,"🇸🇬 SG_50 [WealthEastMoney]",USD,3.83,,,,,0,23.21212121,165,165,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017660630786,"🇸🇬 SG_51 [WealthEastMoney]",USD,2.36,,,,,0,31.89189189,74,74,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017682280786,"🇸🇬 SG_51 [WealthEastMoney]",USD,0.4,,,,,0,21.05263158,19,19,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688660786,"🇸🇬 SG_51 [WealthEastMoney]",USD,0.07,,,,,0,23.33333333,3,3,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688440786,"🇸🇬 SG_51 [WealthEastMoney]",USD,0.5,,,,,0,20.83333333,24,24,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688450786,"🇸🇬 SG_51 [WealthEastMoney]",USD,0.4,,,,,0,25,16,16,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688470786,"🇸🇬 SG_51 [WealthEastMoney]",USD,0.01,,,,,0,5,2,2,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688140786,"🇸🇬 SG_50 [WealthEastMoney]",USD,0.75,,,,,0,37.5,20,20,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688430786,"🇸🇬 SG_50 [WealthEastMoney]",USD,0.57,,,,,12.5,71.25,8,8,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688470786,"🇸🇬 SG_50 [WealthEastMoney]",USD,2.17,,,,,0,39.45454545,54,55,1.01851852,2026-07-01,2026-07-16
SG,1548268670068192,120248017688160786,"🇸🇬 SG_50 [WealthEastMoney]",USD,0.26,,,,,0,23.63636364,11,11,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688480786,"🇸🇬 SG_51 [WealthEastMoney]",USD,0.55,,,,,2.7027027,14.86486486,36,37,1.02777778,2026-07-01,2026-07-16
SG,1548268670068192,120248017688550786,"🇸🇬 SG_51 [WealthEastMoney]",USD,0.02,,,,,0,20,1,1,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688440786,"🇸🇬 SG_50 [WealthEastMoney]",USD,0.45,,,,,33.33333333,150,3,3,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688590786,"🇸🇬 SG_50 [WealthEastMoney]",USD,0.01,,,,,0,5,2,2,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688560786,"🇸🇬 SG_50 [WealthEastMoney]",USD,0.22,,,,,0,22,10,10,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688490786,"🇸🇬 SG_50 [WealthEastMoney]",USD,1.43,,,,,0,59.58333333,24,24,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688550786,"🇸🇬 SG_50 [WealthEastMoney]",USD,0.23,,,,,0,17.69230769,13,13,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688650786,"🇸🇬 SG_50 [WealthEastMoney]",USD,0.57,,,,,9.09090909,51.81818182,11,11,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688460786,"🇸🇬 SG_50 [WealthEastMoney]",USD,0.34,,,,,0,16.19047619,21,21,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688450786,"🇸🇬 SG_50 [WealthEastMoney]",USD,0.02,,,,,0,20,1,1,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688660786,"🇸🇬 SG_50 [WealthEastMoney]",USD,1.9,,,,,0,20.65217391,92,92,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688590786,"🇸🇬 SG_51 [WealthEastMoney]",USD,1.2,1,1.2,,,11.76470588,70.58823529,17,17,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017688140786,"🇸🇬 SG_51 [WealthEastMoney]",USD,0,,,,,0,0,1,1,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017723040786,"🇸🇬 SG_50 [WealthEastMoney]",USD,4.83,,,,,0.8097166,19.55465587,246,247,1.00406504,2026-07-01,2026-07-16
SG,1548268670068192,120248017723040786,"🇸🇬 SG_51 [WealthEastMoney]",USD,5.47,,,,,0.96153846,26.29807692,207,208,1.00483092,2026-07-01,2026-07-16
SG,1548268670068192,120248017735080786,"🇸🇬 SG_51 [WealthEastMoney]",USD,4.09,,,,,1.04166667,21.30208333,190,192,1.01052632,2026-07-01,2026-07-16
SG,1548268670068192,120248017734760786,"🇸🇬 SG_50 [WealthEastMoney]",USD,2.93,,,,,0.88495575,25.92920354,112,113,1.00892857,2026-07-01,2026-07-16
SG,1548268670068192,120248017734980786,"🇸🇬 SG_50 [WealthEastMoney]",USD,0.84,,,,,0,18.66666667,44,45,1.02272727,2026-07-01,2026-07-16
SG,1548268670068192,120248017734670786,"🇸🇬 SG_51 [WealthEastMoney]",USD,6.89,,,,,3.09278351,35.51546392,194,194,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017734960786,"🇸🇬 SG_51 [WealthEastMoney]",USD,4.36,,,,,0,44.04040404,99,99,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017735080786,"🇸🇬 SG_50 [WealthEastMoney]",USD,3.25,1,3.25,,,1.31578947,21.38157895,151,152,1.00662252,2026-07-01,2026-07-16
SG,1548268670068192,120248017734670786,"🇸🇬 SG_50 [WealthEastMoney]",USD,0.95,,,,,0,19.3877551,47,49,1.04255319,2026-07-01,2026-07-16
SG,1548268670068192,120248017734680786,"🇸🇬 SG_51 [WealthEastMoney]",USD,3.72,,,,,1.31578947,24.47368421,149,152,1.02013423,2026-07-01,2026-07-16
SG,1548268670068192,120248017734690786,"🇸🇬 SG_51 [WealthEastMoney]",USD,3.11,,,,,0.72463768,22.53623188,137,138,1.00729927,2026-07-01,2026-07-16
SG,1548268670068192,120248017734710786,"🇸🇬 SG_51 [WealthEastMoney]",USD,2.16,,,,,1.13636364,24.54545455,87,88,1.01149425,2026-07-01,2026-07-16
SG,1548268670068192,120248017734720786,"🇸🇬 SG_51 [WealthEastMoney]",USD,1.18,,,,,0,14.04761905,84,84,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017734730786,"🇸🇬 SG_51 [WealthEastMoney]",USD,4.88,,,,,0.9478673,23.12796209,208,211,1.01442308,2026-07-01,2026-07-16
SG,1548268670068192,120248017734970786,"🇸🇬 SG_51 [WealthEastMoney]",USD,3.45,,,,,0.78740157,27.16535433,126,127,1.00793651,2026-07-01,2026-07-16
SG,1548268670068192,120248017734980786,"🇸🇬 SG_51 [WealthEastMoney]",USD,5.21,,,,,0.72992701,19.01459854,269,274,1.01858736,2026-07-01,2026-07-16
SG,1548268670068192,120248017734990786,"🇸🇬 SG_51 [WealthEastMoney]",USD,2.54,,,,,0,20.48387097,124,124,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017734750786,"🇸🇬 SG_51 [WealthEastMoney]",USD,5.64,,,,,0.48543689,27.37864078,202,206,1.01980198,2026-07-01,2026-07-16
SG,1548268670068192,120248017734680786,"🇸🇬 SG_50 [WealthEastMoney]",USD,1.35,,,,,0,18,75,75,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017734960786,"🇸🇬 SG_50 [WealthEastMoney]",USD,2.73,,,,,0.66666667,18.2,148,150,1.01351351,2026-07-01,2026-07-16
SG,1548268670068192,120248017734760786,"🇸🇬 SG_51 [WealthEastMoney]",USD,4.86,,,,,0.73529412,35.73529412,135,136,1.00740741,2026-07-01,2026-07-16
SG,1548268670068192,120248017734710786,"🇸🇬 SG_50 [WealthEastMoney]",USD,2.77,,,,,1.44927536,20.07246377,138,138,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017734720786,"🇸🇬 SG_50 [WealthEastMoney]",USD,4.04,2,2.02,2,2.02,2.20994475,22.32044199,179,181,1.01117318,2026-07-01,2026-07-16
SG,1548268670068192,120248017734730786,"🇸🇬 SG_50 [WealthEastMoney]",USD,0.41,,,,,0,12.42424242,33,33,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017734970786,"🇸🇬 SG_50 [WealthEastMoney]",USD,2.76,,,,,0,22.43902439,123,123,1,2026-07-01,2026-07-16
SG,1548268670068192,120248017734690786,"🇸🇬 SG_50 [WealthEastMoney]",USD,2.18,,,,,2.20588235,16.02941176,134,136,1.01492537,2026-07-01,2026-07-16
SG,1548268670068192,120248017734990786,"🇸🇬 SG_50 [WealthEastMoney]",USD,5.07,,,,,2.94117647,37.27941176,135,136,1.00740741,2026-07-01,2026-07-16
SG,1548268670068192,120248017734750786,"🇸🇬 SG_50 [WealthEastMoney]",USD,4.67,,,,,0,43.64485981,106,107,1.00943396,2026-07-01,2026-07-16
SG,1085410707243238,120248265652840122,"🇸🇬 SG_50 [WealthEastMoney]",USD,0.83,1,0.83,,,1.28205128,10.64102564,76,78,1.02631579,2026-07-01,2026-07-16
SG,1085410707243238,120248265652840122,"🇸🇬 SG_51 [WealthEastMoney]",USD,5.18,2,2.59,,,2.04778157,17.67918089,285,293,1.02807018,2026-07-01,2026-07-16
SG,1085410707243238,120248265729730122,"🇸🇬 SG_51 [WealthEastMoney]",USD,0.93,,,,,1.69491525,15.76271186,59,59,1,2026-07-01,2026-07-16
SG,1085410707243238,120248265729730122,"🇸🇬 SG_50 [WealthEastMoney]",USD,6.9,,,,,0.69204152,23.87543253,289,289,1,2026-07-01,2026-07-16
SG,1085410707243238,120248265746940122,"🇸🇬 SG_50 [WealthEastMoney]",USD,4.05,1,4.05,1,4.05,2.03252033,16.46341463,245,246,1.00408163,2026-07-01,2026-07-16
SG,1085410707243238,120248265747020122,"🇸🇬 SG_50 [WealthEastMoney]",USD,1.64,,,,,1.18343195,9.70414201,166,169,1.01807229,2026-07-01,2026-07-16
SG,1085410707243238,120248265747010122,"🇸🇬 SG_50 [WealthEastMoney]",USD,5.2,1,5.2,,,1.88679245,16.35220126,318,318,1,2026-07-01,2026-07-16
SG,1085410707243238,120248265746820122,"🇸🇬 SG_50 [WealthEastMoney]",USD,1.51,,,,,0,19.61038961,77,77,1,2026-07-01,2026-07-16
SG,1085410707243238,120248265746830122,"🇸🇬 SG_50 [WealthEastMoney]",USD,3.83,1,3.83,,,0.40160643,15.3815261,246,249,1.01219512,2026-07-01,2026-07-16
SG,1085410707243238,120248265747010122,"🇸🇬 SG_51 [WealthEastMoney]",USD,1.68,,,,,1.4084507,11.83098592,134,142,1.05970149,2026-07-01,2026-07-16
SG,1085410707243238,120248265746940122,"🇸🇬 SG_51 [WealthEastMoney]",USD,2.74,,,,,0.76335878,10.45801527,256,262,1.0234375,2026-07-01,2026-07-16
SG,1085410707243238,120248265747020122,"🇸🇬 SG_51 [WealthEastMoney]",USD,5.63,,,,,1.06007067,19.89399293,283,283,1,2026-07-01,2026-07-16
SG,1085410707243238,120248265746830122,"🇸🇬 SG_51 [WealthEastMoney]",USD,3.85,1,3.85,1,3.85,1.35135135,26.01351351,148,148,1,2026-07-01,2026-07-16
SG,1085410707243238,120248265746820122,"🇸🇬 SG_51 [WealthEastMoney]",USD,5.5,,,,,1.58371041,12.44343891,423,442,1.04491726,2026-07-01,2026-07-16
SG,1548268670068192,120248274434400786,🇸🇬_SG_68_[WealthEastSlot],USD,0.38,,,,,0,34.54545455,11,11,1,2026-07-01,2026-07-16
SG,1548268670068192,120248274434510786,🇸🇬_SG_68_[WealthEastSlot],USD,0.02,,,,,0,6.66666667,3,3,1,2026-07-01,2026-07-16
SG,1548268670068192,120248274434410786,🇸🇬_SG_68_[WealthEastSlot],USD,4.75,,,,,0,69.85294118,65,68,1.04615385,2026-07-01,2026-07-16
SG,1548268670068192,120248274434140786,🇸🇬_SG_62_[WealthEastMoney],USD,1.55,1,1.55,1,1.55,2.22222222,34.44444444,44,45,1.02272727,2026-07-01,2026-07-16
SG,1548268670068192,120248274434130786,🇸🇬_SG_62_[WealthEastMoney],USD,0.75,,,,,0,11.9047619,61,63,1.03278689,2026-07-01,2026-07-16
SG,1548268670068192,120248274434510786,🇸🇬_SG_64_[WealthEastMoney],USD,0.86,,,,,0,29.65517241,29,29,1,2026-07-01,2026-07-16
SG,1548268670068192,120248274434410786,🇸🇬_SG_64_[WealthEastMoney],USD,0.01,,,,,0,10,1,1,1,2026-07-01,2026-07-16
SG,1548268670068192,120248274434400786,🇸🇬_SG_64_[WealthEastMoney],USD,0.34,,,,,0,30.90909091,11,11,1,2026-07-01,2026-07-16
SG,1548268670068192,120248274457820786,🇸🇬_SG_65_[WealthEastMoney],USD,1.72,,,,,0,59.31034483,29,29,1,2026-07-01,2026-07-16
SG,1548268670068192,120248274457720786,🇸🇬_SG_65_[WealthEastMoney],USD,1.38,,,,,8.69565217,60,22,23,1.04545455,2026-07-01,2026-07-16
SG,1548268670068192,120248274457820786,🇸🇬_SG_64_[WealthEastMoney],USD,0,,,,,0,0,2,2,1,2026-07-01,2026-07-16
SG,1548268670068192,120248274457720786,🇸🇬_SG_64_[WealthEastMoney],USD,0.07,,,,,0,17.5,4,4,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510452510122,🇸🇬_SG_64_[WealthEastMoney],USD,0.56,,,,,0,46.66666667,12,12,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510452510122,🇸🇬_SG_63_[WealthEastMoney],USD,0.13,,,,,0,14.44444444,9,9,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510452510122,🇸🇬_SG_67_[WealthEastSlot],USD,0.41,,,,,0,22.77777778,18,18,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510454780122,🇸🇬_SG_38_[WealthEastSlot],USD,0.65,,,,,0,15.11627907,42,43,1.02380952,2026-07-01,2026-07-16
SG,1085410707243238,120248510454780122,🇸🇬_SG_65_[WealthEastMoney],USD,1,,,,,0,125,8,8,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510454780122,🇸🇬_SG_67_[WealthEastSlot],USD,0.03,,,,,0,15,2,2,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510456780122,🇸🇬_SG_68_[WealthEastSlot],USD,1.65,1,1.65,,,3.77358491,31.13207547,52,53,1.01923077,2026-07-01,2026-07-16
SG,1085410707243238,120248510457060122,🇸🇬_SG_63_[WealthEastMoney],USD,0.25,,,,,0,19.23076923,13,13,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510456790122,🇸🇬_SG_67_[WealthEastSlot],USD,0.82,,,,,0,205,4,4,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510457160122,🇸🇬_SG_67_[WealthEastSlot],USD,0.02,,,,,0,5,4,4,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510457160122,🇸🇬_SG_68_[WealthEastSlot],USD,0,,,,,0,0,1,1,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510456790122,🇸🇬_SG_68_[WealthEastSlot],USD,0.8,,,,,0,27.5862069,27,29,1.07407407,2026-07-01,2026-07-16
SG,1085410707243238,120248510457050122,🇸🇬_SG_68_[WealthEastSlot],USD,0.49,,,,,0,21.30434783,23,23,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510457060122,🇸🇬_SG_62_[WealthEastMoney],USD,0.3,,,,,0,16.66666667,18,18,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510457160122,🇸🇬_SG_62_[WealthEastMoney],USD,0.26,,,,,0,21.66666667,12,12,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510457060122,🇸🇬_SG_38_[WealthEastSlot],USD,1.14,,,,,0,45.6,24,25,1.04166667,2026-07-01,2026-07-16
SG,1085410707243238,120248510456780122,🇸🇬_SG_64_[WealthEastMoney],USD,0,,,,,0,0,1,1,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510457050122,🇸🇬_SG_64_[WealthEastMoney],USD,0.15,,,,,0,50,3,3,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510457060122,🇸🇬_SG_64_[WealthEastMoney],USD,0.15,,,,,0,150,1,1,1,2026-07-01,2026-07-16
SG,1085410707243238,120248510457160122,🇸🇬_SG_65_[WealthEastMoney],USD,1.12,,,,,0,43.07692308,25,26,1.04,2026-07-01,2026-07-16
SG,1085410707243238,120248510457050122,🇸🇬_SG_65_[WealthEastMoney],USD,1.72,,,,,0,101.17647059,17,17,1,2026-07-01,2026-07-16
SG,1085410707243238,120248544326880122,🇸🇬_SG_66_[WealthEastMoney],USD,4.35,,,,,2.88461538,20.91346154,188,208,1.10638298,2026-07-01,2026-07-16
SG,1085410707243238,120248544326880122,🇸🇬_SG_63_[WealthEastMoney],USD,7.84,,,,,0.28735632,22.52873563,338,348,1.0295858,2026-07-01,2026-07-16
SG,1085410707243238,120248544505320122,🇸🇬_SG_64_[WealthEastMoney],USD,8.33,,,,,0,26.52866242,301,314,1.04318937,2026-07-01,2026-07-16
SG,1085410707243238,120248544505310122,🇸🇬_SG_62_[WealthEastMoney],USD,1.93,2,0.965,2,0.965,1.53846154,14.84615385,127,130,1.02362205,2026-07-01,2026-07-16
SG,1085410707243238,120248544505290122,🇸🇬_SG_62_[WealthEastMoney],USD,11.86,,,,,0.65789474,19.50657895,597,608,1.01842546,2026-07-01,2026-07-16
SG,1085410707243238,120248544505290122,🇸🇬_SG_64_[WealthEastMoney],USD,1.09,,,,,0,25.95238095,40,42,1.05,2026-07-01,2026-07-16
SG,1085410707243238,120248544505310122,🇸🇬_SG_64_[WealthEastMoney],USD,8.85,1,8.85,1,8.85,1.1741683,17.31898239,495,511,1.03232323,2026-07-01,2026-07-16
SG,1085410707243238,120248544505690122,🇸🇬_SG_64_[WealthEastMoney],USD,5.34,1,5.34,,,0.91324201,24.38356164,215,219,1.01860465,2026-07-01,2026-07-16
SG,1085410707243238,120248544505690122,🇸🇬_SG_65_[WealthEastMoney],USD,9.54,1,9.54,,,0.28409091,27.10227273,338,352,1.04142012,2026-07-01,2026-07-16
SG,1085410707243238,120248544505510122,🇸🇬_SG_65_[WealthEastMoney],USD,8.19,,,,,0.84745763,17.35169492,454,472,1.03964758,2026-07-01,2026-07-16
SG,1085410707243238,120248544505270122,🇸🇬_SG_63_[WealthEastMoney],USD,3.38,1,3.38,,,0.4048583,13.68421053,244,247,1.01229508,2026-07-01,2026-07-16
SG,1085410707243238,120248544505290122,🇸🇬_SG_63_[WealthEastMoney],USD,0.21,,,,,0,19.09090909,11,11,1,2026-07-01,2026-07-16
SG,1085410707243238,120248544505320122,🇸🇬_SG_63_[WealthEastMoney],USD,0.47,,,,,0,36.15384615,13,13,1,2026-07-01,2026-07-16
SG,1085410707243238,120248544505530122,🇸🇬_SG_63_[WealthEastMoney],USD,5.23,,,,,1.08303249,18.88086643,277,277,1,2026-07-01,2026-07-16
SG,1085410707243238,120248544505300122,🇸🇬_SG_66_[WealthEastMoney],USD,12.53,1,12.53,,,0.89285714,22.375,548,560,1.02189781,2026-07-01,2026-07-16
SG,1085410707243238,120248544505270122,🇸🇬_SG_62_[WealthEastMoney],USD,6.67,2,3.335,,,0.89552239,19.91044776,320,335,1.046875,2026-07-01,2026-07-16
SG,1085410707243238,120248544505510122,🇸🇬_SG_66_[WealthEastMoney],USD,0.1,,,,,0,20,5,5,1,2026-07-01,2026-07-16
SG,1085410707243238,120248544505690122,🇸🇬_SG_66_[WealthEastMoney],USD,0,,,,,0,0,6,6,1,2026-07-01,2026-07-16
SG,1085410707243238,120248544505520122,🇸🇬_SG_63_[WealthEastMoney],USD,10.86,2,5.43,,,2.20264317,23.92070485,436,454,1.0412844,2026-07-01,2026-07-16
SG,1085410707243238,120248544505520122,🇸🇬_SG_66_[WealthEastMoney],USD,2.25,,,,,0.92592593,20.83333333,108,108,1,2026-07-01,2026-07-16
SG,1085410707243238,120248544505530122,🇸🇬_SG_66_[WealthEastMoney],USD,4.84,,,,,0,15.07788162,310,321,1.03548387,2026-07-01,2026-07-16
SG,1085410707243238,120248544505320122,🇸🇬_SG_62_[WealthEastMoney],USD,3.72,,,,,0.51282051,19.07692308,193,195,1.01036269,2026-07-01,2026-07-16
SG,1085410707243238,120248544505300122,🇸🇬_SG_64_[WealthEastMoney],USD,0.33,,,,,0,12.22222222,27,27,1,2026-07-01,2026-07-16
SG,1085410707243238,120248544505510122,🇸🇬_SG_64_[WealthEastMoney],USD,4.28,,,,,1.25,26.75,156,160,1.02564103,2026-07-01,2026-07-16
SG,2347822808960943,120248989128260089,🇸🇬_SG_38_[WealthEastSlot],USD,0.02,,,,,0,20,1,1,1,2026-07-01,2026-07-16
SG,2347822808960943,120248989128260089,🇸🇬_SG_67_[WealthEastSlot],USD,0,,,,,0,0,2,2,1,2026-07-01,2026-07-16
SG,2347822808960943,120248989131770089,🇸🇬_SG_63_[WealthEastMoney],USD,0.02,,,,,0,20,1,1,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032569100783,🇸🇬_SG_62_[WealthEastMoney],USD,0.03,,,,,0,10,3,3,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032569100783,🇸🇬_SG_38_[WealthEastSlot],USD,0.08,,,,,0,11.42857143,7,7,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032569100783,🇸🇬_SG_66_[WealthEastMoney],USD,0.46,,,,,0,25.55555556,18,18,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032571770783,🇸🇬_SG_62_[WealthEastMoney],USD,0.15,,,,,0,37.5,4,4,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032571770783,🇸🇬_SG_38_[WealthEastSlot],USD,0.01,,,,,0,10,1,1,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032571770783,🇸🇬_SG_63_[WealthEastMoney],USD,0.32,,,,,0,20,16,16,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032571770783,🇸🇬_SG_66_[WealthEastMoney],USD,0.12,,,,,0,24,5,5,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032575310783,🇸🇬_SG_64_[WealthEastMoney],USD,0,,,,,0,0,2,2,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032575200783,🇸🇬_SG_64_[WealthEastMoney],USD,0.03,,,,,0,15,2,2,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032575210783,🇸🇬_SG_64_[WealthEastMoney],USD,0.05,,,,,0,6.25,8,8,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032575200783,🇸🇬_SG_65_[WealthEastMoney],USD,0.33,,,,,0,55,6,6,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032574940783,🇸🇬_SG_66_[WealthEastMoney],USD,0.29,,,,,0,24.16666667,12,12,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032575220783,🇸🇬_SG_66_[WealthEastMoney],USD,0.01,,,,,0,5,2,2,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032575210783,🇸🇬_SG_63_[WealthEastMoney],USD,0.02,,,,,0,10,2,2,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032575310783,🇸🇬_SG_62_[WealthEastMoney],USD,0.35,,,,,0,14,25,25,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032574940783,🇸🇬_SG_62_[WealthEastMoney],USD,0.45,,,,,0,75,6,6,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032575220783,🇸🇬_SG_62_[WealthEastMoney],USD,0.32,,,,,0,22.85714286,14,14,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032575210783,🇸🇬_SG_62_[WealthEastMoney],USD,0.46,,,,,0,19.16666667,24,24,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032575200783,🇸🇬_SG_63_[WealthEastMoney],USD,0.39,,,,,3.7037037,14.44444444,26,27,1.03846154,2026-07-01,2026-07-16
SG,1002716982684382,120249032574940783,🇸🇬_SG_38_[WealthEastSlot],USD,0.86,,,,,0,23.24324324,35,37,1.05714286,2026-07-01,2026-07-16
SG,1002716982684382,120249032575220783,🇸🇬_SG_63_[WealthEastMoney],USD,0.05,,,,,0,16.66666667,3,3,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032575200783,🇸🇬_SG_38_[WealthEastSlot],USD,0.19,,,,,0,19,10,10,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032575220783,🇸🇬_SG_65_[WealthEastMoney],USD,0.27,,,,,40,54,5,5,1,2026-07-01,2026-07-16
SG,1002716982684382,120249032575210783,🇸🇬_SG_65_[WealthEastMoney],USD,0.01,,,,,0,10,1,1,1,2026-07-01,2026-07-16
SG,1002716982684382,120249062562680783,🇸🇬_SG_63_[WealthEastMoney],USD,8.88,1,8.88,1,8.88,1.05485232,18.73417722,473,474,1.00211416,2026-07-01,2026-07-16
SG,1002716982684382,120249062562680783,🇸🇬_SG_66_[WealthEastMoney],USD,0.78,,,,,0,20,38,39,1.02631579,2026-07-01,2026-07-16
SG,1002716982684382,120249062632160783,🇸🇬_SG_65_[WealthEastMoney],USD,1.88,1,1.88,,,1.06382979,20,93,94,1.01075269,2026-07-01,2026-07-16
SG,1002716982684382,120249062632160783,🇸🇬_SG_63_[WealthEastMoney],USD,10.16,1,10.16,,,0.96899225,19.68992248,506,516,1.01976285,2026-07-01,2026-07-16
SG,1002716982684382,120249062636250783,🇸🇬_SG_62_[WealthEastMoney],USD,1.38,1,1.38,1,1.38,5.10204082,14.08163265,98,98,1,2026-07-01,2026-07-16
SG,1002716982684382,120249062636220783,🇸🇬_SG_62_[WealthEastMoney],USD,12.06,1,12.06,1,12.06,0.78125,18.84375,628,640,1.01910828,2026-07-01,2026-07-16
SG,1002716982684382,120249062636540783,🇸🇬_SG_62_[WealthEastMoney],USD,1,,,,,1.13636364,11.36363636,88,88,1,2026-07-01,2026-07-16
SG,1002716982684382,120249062636530783,🇸🇬_SG_66_[WealthEastMoney],USD,1.66,1,1.66,,,0,18.24175824,88,91,1.03409091,2026-07-01,2026-07-16
SG,1002716982684382,120249062636240783,🇸🇬_SG_65_[WealthEastMoney],USD,0.37,,,,,0,13.21428571,28,28,1,2026-07-01,2026-07-16
SG,1002716982684382,120249062636230783,🇸🇬_SG_64_[WealthEastMoney],USD,7.04,1,7.04,,,0.5952381,20.95238095,326,336,1.03067485,2026-07-01,2026-07-16
SG,1002716982684382,120249062636220783,🇸🇬_SG_64_[WealthEastMoney],USD,0.38,1,0.38,,,9.375,11.875,32,32,1,2026-07-01,2026-07-16
SG,1002716982684382,120249062636650783,🇸🇬_SG_64_[WealthEastMoney],USD,8.6,,,,,0.92378753,19.86143187,433,433,1,2026-07-01,2026-07-16
SG,1002716982684382,120249062636250783,🇸🇬_SG_64_[WealthEastMoney],USD,5.5,1,5.5,1,5.5,0.73800738,20.29520295,271,271,1,2026-07-01,2026-07-16
SG,1002716982684382,120249062636530783,🇸🇬_SG_64_[WealthEastMoney],USD,5.15,1,5.15,1,5.15,1.12781955,19.36090226,257,266,1.03501946,2026-07-01,2026-07-16
